TEMP (°C),HUM (%),PNM (hPa),DD (g),FF (km/h),ALTURA,LAT,LON,HORA_sen,HORA_cos,PROV_BUENOS AIRES,PROV_CAPITAL FEDERAL,PROV_CATAMARCA,PROV_CHACO,PROV_CHUBUT,PROV_CORDOBA,PROV_CORRIENTES,PROV_ENTRE RIOS,PROV_FORMOSA,PROV_JUJUY,PROV_LA PAMPA,PROV_LA RIOJA,PROV_MENDOZA,PROV_MISIONES,PROV_NEUQUEN,PROV_RIO NEGRO,PROV_SALTA,PROV_SAN JUAN,PROV_SAN LUIS,PROV_SANTA CRUZ,PROV_SANTA FE,PROV_SANTIAGO DEL ES,PROV_TIERRA DEL FUEG,PROV_TUCUMAN
13.7,88,1020.2,80,13,6.0,-34.55,-58.416666666666664,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,91,1019.6,80,11,6.0,-34.55,-58.416666666666664,0.25881904510252074,0.9659258262890683,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.4,91,1019.3,80,11,6.0,-34.55,-58.416666666666664,0.49999999999999994,0.8660254037844387,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.4,94,1018.7,80,13,6.0,-34.55,-58.416666666666664,0.7071067811865476,0.7071067811865476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.7,91,1018.2,90,9,6.0,-34.55,-58.416666666666664,0.8660254037844386,0.5000000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,91,1017.8,80,13,6.0,-34.55,-58.416666666666664,0.9659258262890683,0.25881904510252074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,93,1017.8,100,11,6.0,-34.55,-58.416666666666664,1.0,6.123233995736766e-17,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,96,1017.6,90,13,6.0,-34.55,-58.416666666666664,0.9659258262890683,-0.25881904510252063,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,94,1017.7,80,11,6.0,-34.55,-58.416666666666664,0.8660254037844387,-0.4999999999999998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,96,1017.7,80,13,6.0,-34.55,-58.416666666666664,0.7071067811865476,-0.7071067811865475,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.6,93,1017.5,90,15,6.0,-34.55,-58.416666666666664,0.49999999999999994,-0.8660254037844387,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.5,87,1017.5,90,13,6.0,-34.55,-58.416666666666664,0.258819045102521,-0.9659258262890682,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.4,87,1017.1,90,11,6.0,-34.55,-58.416666666666664,1.2246467991473532e-16,-1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.7,84,1016.2,80,7,6.0,-34.55,-58.416666666666664,-0.2588190451025208,-0.9659258262890683,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.4,85,1015.1,80,7,6.0,-34.55,-58.416666666666664,-0.4999999999999997,-0.8660254037844388,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.7,85,1014.0,110,6,6.0,-34.55,-58.416666666666664,-0.7071067811865471,-0.7071067811865479,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,84,1013.4,90,7,6.0,-34.55,-58.416666666666664,-0.8660254037844385,-0.5000000000000004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,84,1013.1,90,9,6.0,-34.55,-58.416666666666664,-0.9659258262890683,-0.25881904510252063,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.7,90,1012.6,110,13,6.0,-34.55,-58.416666666666664,-1.0,-1.8369701987210297e-16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.8,84,1012.8,120,9,6.0,-34.55,-58.416666666666664,-0.9659258262890684,0.2588190451025203,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,85,1012.8,80,7,6.0,-34.55,-58.416666666666664,-0.8660254037844386,0.5000000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,87,1012.6,20,6,6.0,-34.55,-58.416666666666664,-0.7071067811865477,0.7071067811865474,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.3,91,1012.3,360,6,6.0,-34.55,-58.416666666666664,-0.5000000000000004,0.8660254037844384,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.6,90,1012.1,340,7,6.0,-34.55,-58.416666666666664,-0.25881904510252157,0.9659258262890681,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.7,94,1019.4,90,24,147.0,-36.81666666666667,-59.88333333333333,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.1,96,1019.6,70,19,147.0,-36.81666666666667,-59.88333333333333,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.9,96,1018.8,90,19,147.0,-36.81666666666667,-59.88333333333333,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.8,97,1018.8,50,19,147.0,-36.81666666666667,-59.88333333333333,0.7071067811865476,0.7071067811865476,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.8,97,1018.4,70,20,147.0,-36.81666666666667,-59.88333333333333,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.1,97,1017.5,70,20,147.0,-36.81666666666667,-59.88333333333333,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.3,97,1017.5,70,15,147.0,-36.81666666666667,-59.88333333333333,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.6,97,1017.4,70,15,147.0,-36.81666666666667,-59.88333333333333,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.6,97,1017.0,70,11,147.0,-36.81666666666667,-59.88333333333333,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.8,100,1016.9,90,11,147.0,-36.81666666666667,-59.88333333333333,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,97,1016.8,70,9,147.0,-36.81666666666667,-59.88333333333333,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.4,97,1016.9,50,9,147.0,-36.81666666666667,-59.88333333333333,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.8,97,1016.1,90,11,147.0,-36.81666666666667,-59.88333333333333,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.2,97,1015.5,90,11,147.0,-36.81666666666667,-59.88333333333333,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.8,97,1014.2,70,11,147.0,-36.81666666666667,-59.88333333333333,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,97,1013.3,50,7,147.0,-36.81666666666667,-59.88333333333333,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.4,96,1012.6,20,13,147.0,-36.81666666666667,-59.88333333333333,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,96,1012.9,340,6,147.0,-36.81666666666667,-59.88333333333333,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.4,97,1012.6,200,4,147.0,-36.81666666666667,-59.88333333333333,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,97,1013.3,0,0,147.0,-36.81666666666667,-59.88333333333333,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,99,1013.1,90,6,147.0,-36.81666666666667,-59.88333333333333,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,97,1014.6,20,7,147.0,-36.81666666666667,-59.88333333333333,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,97,1013.7,180,9,147.0,-36.81666666666667,-59.88333333333333,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,96,1014.0,180,6,147.0,-36.81666666666667,-59.88333333333333,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.2,92,1016.6,20,11,83.0,-38.7,-62.15,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,92,1016.2,10,15,83.0,-38.7,-62.15,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,90,1015.6,360,11,83.0,-38.7,-62.15,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.6,90,1015.2,360,13,83.0,-38.7,-62.15,0.7071067811865476,0.7071067811865476,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,85,1015.4,360,13,83.0,-38.7,-62.15,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.2,90,1015.2,360,13,83.0,-38.7,-62.15,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,84,1015.0,360,13,83.0,-38.7,-62.15,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,88,1015.0,340,11,83.0,-38.7,-62.15,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.2,88,1015.2,360,11,83.0,-38.7,-62.15,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.8,91,1015.4,990,4,83.0,-38.7,-62.15,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,86,1015.4,290,7,83.0,-38.7,-62.15,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.9,80,1015.6,290,4,83.0,-38.7,-62.15,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.7,76,1015.5,270,11,83.0,-38.7,-62.15,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,74,1015.1,280,17,83.0,-38.7,-62.15,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.7,72,1014.3,300,15,83.0,-38.7,-62.15,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.4,76,1014.2,260,15,83.0,-38.7,-62.15,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.7,72,1014.4,270,11,83.0,-38.7,-62.15,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.2,75,1015.2,270,11,83.0,-38.7,-62.15,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.7,75,1015.8,250,11,83.0,-38.7,-62.15,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.4,78,1015.9,250,15,83.0,-38.7,-62.15,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.5,71,1016.5,210,19,83.0,-38.7,-62.15,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.8,61,1016.9,200,24,83.0,-38.7,-62.15,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,73,1018.3,200,17,83.0,-38.7,-62.15,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.6,80,1020.0,200,15,83.0,-38.7,-62.15,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.1,71,,280,15,835.0,-41.13333333333333,-71.15,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.6,76,,300,19,835.0,-41.13333333333333,-71.15,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.2,73,,350,9,835.0,-41.13333333333333,-71.15,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.7,75,,330,13,835.0,-41.13333333333333,-71.15,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.6,82,,310,20,835.0,-41.13333333333333,-71.15,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.1,86,,310,19,835.0,-41.13333333333333,-71.15,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.4,91,,280,9,835.0,-41.13333333333333,-71.15,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.1,92,,290,13,835.0,-41.13333333333333,-71.15,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.3,92,,260,11,835.0,-41.13333333333333,-71.15,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.2,91,,280,7,835.0,-41.13333333333333,-71.15,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.1,91,,300,9,835.0,-41.13333333333333,-71.15,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.7,91,,280,6,835.0,-41.13333333333333,-71.15,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.3,91,,30,4,835.0,-41.13333333333333,-71.15,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.1,80,,290,24,835.0,-41.13333333333333,-71.15,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.9,76,,300,39,835.0,-41.13333333333333,-71.15,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.3,68,,300,31,835.0,-41.13333333333333,-71.15,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.2,51,,300,33,835.0,-41.13333333333333,-71.15,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.4,42,,280,26,835.0,-41.13333333333333,-71.15,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.9,61,,300,28,835.0,-41.13333333333333,-71.15,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.8,66,,310,24,835.0,-41.13333333333333,-71.15,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,71,,310,30,835.0,-41.13333333333333,-71.15,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.4,78,,280,20,835.0,-41.13333333333333,-71.15,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.2,73,,290,22,835.0,-41.13333333333333,-71.15,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.1,73,,280,28,835.0,-41.13333333333333,-71.15,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-18.3,84,999.4,90,9,256.0,-77.86666666666666,-34.61666666666667,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-17.3,74,1000.3,10,6,256.0,-77.86666666666666,-34.61666666666667,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-16.8,80,1001.0,360,17,256.0,-77.86666666666666,-34.61666666666667,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-17.0,80,1001.5,340,13,256.0,-77.86666666666666,-34.61666666666667,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-17.6,79,1001.3,360,15,256.0,-77.86666666666666,-34.61666666666667,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-17.6,79,1001.3,360,17,256.0,-77.86666666666666,-34.61666666666667,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-18.1,79,1001.2,30,11,256.0,-77.86666666666666,-34.61666666666667,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-17.7,85,1000.5,360,19,256.0,-77.86666666666666,-34.61666666666667,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-2.3,83,1010.6,270,15,,,,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-3.3,81,1011.5,250,7,,,,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-3.9,81,1011.3,90,22,,,,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-5.5,70,1010.9,90,15,,,,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-6.3,84,1010.6,70,17,,,,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-5.7,75,1009.4,90,17,,,,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-6.0,77,1007.8,90,19,,,,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-5.1,81,1006.8,90,20,,,,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,11.0,-62.233333333333334,-58.65,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-10.3,78,1012.1,230,17,24.0,-63.38333333333333,-56.983333333333334,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-10.6,74,1013.2,180,9,24.0,-63.38333333333333,-56.983333333333334,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-11.3,76,1013.7,180,7,24.0,-63.38333333333333,-56.983333333333334,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-11.2,79,1012.8,180,6,24.0,-63.38333333333333,-56.983333333333334,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.5,88,1012.1,990,2,24.0,-63.38333333333333,-56.983333333333334,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-7.1,80,1010.3,290,9,24.0,-63.38333333333333,-56.983333333333334,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-6.9,83,1009.1,290,13,24.0,-63.38333333333333,-56.983333333333334,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-7.5,74,1007.9,320,17,24.0,-63.38333333333333,-56.983333333333334,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.6,62,1012.0,180,26,198.0,-64.23333333333333,-56.61666666666667,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.7,57,1012.6,190,20,198.0,-64.23333333333333,-56.61666666666667,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.5,58,1012.8,180,22,198.0,-64.23333333333333,-56.61666666666667,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.5,53,1013.0,170,17,198.0,-64.23333333333333,-56.61666666666667,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.8,61,1013.4,180,13,198.0,-64.23333333333333,-56.61666666666667,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.3,71,1013.3,180,11,198.0,-64.23333333333333,-56.61666666666667,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.1,71,1013.4,120,6,198.0,-64.23333333333333,-56.61666666666667,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.4,62,1013.4,70,6,198.0,-64.23333333333333,-56.61666666666667,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.0,63,1013.1,50,9,198.0,-64.23333333333333,-56.61666666666667,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-14.0,71,1012.8,50,11,198.0,-64.23333333333333,-56.61666666666667,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-13.4,72,1012.5,20,15,198.0,-64.23333333333333,-56.61666666666667,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-13.4,72,1012.2,360,15,198.0,-64.23333333333333,-56.61666666666667,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-13.0,65,1011.9,20,20,198.0,-64.23333333333333,-56.61666666666667,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-12.6,74,1011.7,20,20,198.0,-64.23333333333333,-56.61666666666667,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-11.8,68,1010.7,20,22,198.0,-64.23333333333333,-56.61666666666667,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-11.0,50,1010.0,360,24,198.0,-64.23333333333333,-56.61666666666667,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-10.1,82,1009.4,360,24,198.0,-64.23333333333333,-56.61666666666667,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
