TEMP (°C),HUM (%),PNM (hPa),DD (g),FF (km/h),ALTURA,LAT,LON,HORA_sen,HORA_cos,PROV_BUENOS AIRES,PROV_CAPITAL FEDERAL,PROV_CATAMARCA,PROV_CHACO,PROV_CHUBUT,PROV_CORDOBA,PROV_CORRIENTES,PROV_ENTRE RIOS,PROV_FORMOSA,PROV_JUJUY,PROV_LA PAMPA,PROV_LA RIOJA,PROV_MENDOZA,PROV_MISIONES,PROV_NEUQUEN,PROV_RIO NEGRO,PROV_SALTA,PROV_SAN JUAN,PROV_SAN LUIS,PROV_SANTA CRUZ,PROV_SANTA FE,PROV_SANTIAGO DEL ES,PROV_TIERRA DEL FUEG,PROV_TUCUMAN
,,,,,280.0,-27.5,-64.93333333333334,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.4,79,,200,15,1201.0,-28.066666666666666,-67.55,1.0,6.123233995736766e-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,52,,340,15,1201.0,-28.066666666666666,-67.55,0.7071067811865476,-0.7071067811865475,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,43,,70,9,1201.0,-28.066666666666666,-67.55,1.2246467991473532e-16,-1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.2,27,,50,15,1201.0,-28.066666666666666,-67.55,-0.7071067811865471,-0.7071067811865479,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.4,12,,290,33,1201.0,-28.066666666666666,-67.55,-1.0,-1.8369701987210297e-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.6,48,,340,15,1201.0,-28.066666666666666,-67.55,-0.7071067811865477,0.7071067811865474,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.2,85,1011.8,320,11,43.0,-43.2,-65.26666666666667,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.6,79,1011.5,320,7,43.0,-43.2,-65.26666666666667,0.25881904510252074,0.9659258262890683,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.2,76,1011.2,300,11,43.0,-43.2,-65.26666666666667,0.49999999999999994,0.8660254037844387,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.3,68,1011.2,310,13,43.0,-43.2,-65.26666666666667,0.7071067811865476,0.7071067811865476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.4,67,1011.2,320,13,43.0,-43.2,-65.26666666666667,0.8660254037844386,0.5000000000000001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.1,66,1011.3,280,7,43.0,-43.2,-65.26666666666667,0.9659258262890683,0.25881904510252074,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.8,69,1011.3,320,6,43.0,-43.2,-65.26666666666667,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.2,68,1011.6,320,9,43.0,-43.2,-65.26666666666667,0.9659258262890683,-0.25881904510252063,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,65,1012.8,300,9,43.0,-43.2,-65.26666666666667,0.8660254037844387,-0.4999999999999998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.4,67,1013.1,290,9,43.0,-43.2,-65.26666666666667,0.7071067811865476,-0.7071067811865475,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.0,61,1013.6,250,11,43.0,-43.2,-65.26666666666667,0.49999999999999994,-0.8660254037844387,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.1,69,1013.9,250,28,43.0,-43.2,-65.26666666666667,0.258819045102521,-0.9659258262890682,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.8,63,1014.1,230,20,43.0,-43.2,-65.26666666666667,1.2246467991473532e-16,-1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.1,59,1014.4,240,19,43.0,-43.2,-65.26666666666667,-0.2588190451025208,-0.9659258262890683,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,56,1014.2,230,19,43.0,-43.2,-65.26666666666667,-0.4999999999999997,-0.8660254037844388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,52,1014.7,250,28,43.0,-43.2,-65.26666666666667,-0.7071067811865471,-0.7071067811865479,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,51,1015.6,250,26,43.0,-43.2,-65.26666666666667,-0.8660254037844385,-0.5000000000000004,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,41,1016.6,240,28,43.0,-43.2,-65.26666666666667,-0.9659258262890683,-0.25881904510252063,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,37,1017.7,230,24,43.0,-43.2,-65.26666666666667,-1.0,-1.8369701987210297e-16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.0,42,1019.0,230,15,43.0,-43.2,-65.26666666666667,-0.9659258262890684,0.2588190451025203,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.2,47,1020.1,240,15,43.0,-43.2,-65.26666666666667,-0.8660254037844386,0.5000000000000001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,55,1021.1,250,13,43.0,-43.2,-65.26666666666667,-0.7071067811865477,0.7071067811865474,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.6,60,1022.0,270,9,43.0,-43.2,-65.26666666666667,-0.5000000000000004,0.8660254037844384,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.6,67,1022.5,250,13,43.0,-43.2,-65.26666666666667,-0.25881904510252157,0.9659258262890681,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,94,1014.7,90,7,95.0,-35.96666666666667,-62.71666666666667,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,92,1014.5,90,9,95.0,-35.96666666666667,-62.71666666666667,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.8,87,1011.9,140,6,95.0,-35.96666666666667,-62.71666666666667,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.8,90,1012.8,140,6,95.0,-35.96666666666667,-62.71666666666667,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,93,1015.2,140,7,95.0,-35.96666666666667,-62.71666666666667,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.2,91,1018.2,360,7,115.0,-38.35,-60.28333333333333,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.7,88,1016.6,360,9,115.0,-38.35,-60.28333333333333,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.5,80,1016.0,230,7,115.0,-38.35,-60.28333333333333,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,76,1015.1,230,9,115.0,-38.35,-60.28333333333333,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.1,89,1014.0,180,11,115.0,-38.35,-60.28333333333333,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.2,92,1014.0,180,4,115.0,-38.35,-60.28333333333333,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.7,90,1014.0,360,13,450.0,-26.833333333333332,-65.1,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.5,92,1013.4,290,9,450.0,-26.833333333333332,-65.1,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.3,94,1012.7,70,9,450.0,-26.833333333333332,-65.1,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.1,94,1011.6,320,7,450.0,-26.833333333333332,-65.1,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.9,90,1010.7,320,4,450.0,-26.833333333333332,-65.1,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.5,89,1010.7,270,4,450.0,-26.833333333333332,-65.1,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.5,89,1010.3,320,11,450.0,-26.833333333333332,-65.1,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.1,94,1010.5,320,7,450.0,-26.833333333333332,-65.1,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.1,92,1011.1,360,7,450.0,-26.833333333333332,-65.1,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.2,92,1011.7,340,4,450.0,-26.833333333333332,-65.1,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.4,86,1012.0,340,6,450.0,-26.833333333333332,-65.1,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18.6,74,1011.7,340,6,450.0,-26.833333333333332,-65.1,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20.5,63,1011.1,990,4,450.0,-26.833333333333332,-65.1,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22.9,57,1010.3,990,6,450.0,-26.833333333333332,-65.1,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23.1,55,1008.6,990,7,450.0,-26.833333333333332,-65.1,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24.7,51,1007.4,990,6,450.0,-26.833333333333332,-65.1,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25.1,53,1007.0,110,9,450.0,-26.833333333333332,-65.1,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
26.3,50,1006.4,200,7,450.0,-26.833333333333332,-65.1,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24.1,59,1006.6,230,11,450.0,-26.833333333333332,-65.1,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20.4,73,1007.7,230,9,450.0,-26.833333333333332,-65.1,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20.3,70,1008.2,290,6,450.0,-26.833333333333332,-65.1,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17.5,85,1009.2,20,7,450.0,-26.833333333333332,-65.1,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17.3,83,1009.1,360,9,450.0,-26.833333333333332,-65.1,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15.5,91,1008.7,320,11,450.0,-26.833333333333332,-65.1,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2.3,89,997.6,270,9,57.0,-54.833333333333336,-68.3,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.1,89,996.7,270,6,57.0,-54.833333333333336,-68.3,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.5,87,996.4,360,4,57.0,-54.833333333333336,-68.3,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.7,89,996.2,0,0,57.0,-54.833333333333336,-68.3,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.4,87,996.7,320,6,57.0,-54.833333333333336,-68.3,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,88,996.7,320,2,57.0,-54.833333333333336,-68.3,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.5,88,997.0,320,13,57.0,-54.833333333333336,-68.3,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.6,84,996.8,230,33,57.0,-54.833333333333336,-68.3,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,80,997.2,270,33,57.0,-54.833333333333336,-68.3,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.1,75,997.3,230,39,57.0,-54.833333333333336,-68.3,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.5,78,998.0,270,28,57.0,-54.833333333333336,-68.3,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.9,75,998.8,230,19,57.0,-54.833333333333336,-68.3,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,77,999.3,270,22,57.0,-54.833333333333336,-68.3,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.4,74,999.3,270,26,57.0,-54.833333333333336,-68.3,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.3,76,998.7,230,43,57.0,-54.833333333333336,-68.3,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.8,70,999.1,230,35,57.0,-54.833333333333336,-68.3,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.4,88,999.1,230,35,57.0,-54.833333333333336,-68.3,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,69,1000.2,320,17,57.0,-54.833333333333336,-68.3,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.8,66,1000.3,270,11,57.0,-54.833333333333336,-68.3,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,79,1000.8,270,20,57.0,-54.833333333333336,-68.3,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.6,79,1001.3,360,17,57.0,-54.833333333333336,-68.3,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,77,1001.4,270,17,57.0,-54.833333333333336,-68.3,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.7,69,1001.9,320,17,57.0,-54.833333333333336,-68.3,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.7,55,1002.0,270,19,57.0,-54.833333333333336,-68.3,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1.9,78,,0,0,1899.0,-32.583333333333336,-69.33333333333333,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14.1,32,,0,0,1899.0,-32.583333333333336,-69.33333333333333,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
19.6,13,,230,15,1899.0,-32.583333333333336,-69.33333333333333,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
16.5,20,,230,15,1899.0,-32.583333333333336,-69.33333333333333,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7.0,54,,0,0,1899.0,-32.583333333333336,-69.33333333333333,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13.5,93,1015.1,50,9,,,,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.4,94,1014.8,20,9,,,,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,96,1014.7,20,9,,,,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,94,1014.2,20,15,,,,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.1,89,1014.2,20,15,,,,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.3,79,1014.7,360,15,,,,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,70,1014.3,360,24,,,,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.3,66,1013.7,360,24,,,,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.0,60,1012.0,360,24,,,,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.2,60,1011.5,360,15,,,,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.3,54,1010.9,360,24,,,,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.4,54,1010.3,360,15,,,,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.7,66,1010.1,20,15,,,,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.6,71,1010.3,20,9,,,,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.4,78,1010.7,270,9,,,,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.3,82,1011.0,340,4,,,,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,112.0,-33.666666666666664,-61.95,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8.6,100,1013.5,140,4,312.0,-36.21666666666667,-65.43333333333334,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.5,100,1014.0,230,9,312.0,-36.21666666666667,-65.43333333333334,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12.3,75,1019.2,180,33,312.0,-36.21666666666667,-65.43333333333334,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.7,81,1013.2,340,22,7.0,-40.85,-63.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.9,84,1013.2,340,20,7.0,-40.85,-63.0,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.4,86,1012.3,350,19,7.0,-40.85,-63.0,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11.3,91,1012.2,340,17,7.0,-40.85,-63.0,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11.0,91,1012.1,340,13,7.0,-40.85,-63.0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.6,90,1012.3,340,15,7.0,-40.85,-63.0,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9.6,91,1012.4,320,13,7.0,-40.85,-63.0,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9.0,88,1012.2,320,15,7.0,-40.85,-63.0,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.1,92,1013.0,320,13,7.0,-40.85,-63.0,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.2,90,1013.1,320,9,7.0,-40.85,-63.0,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.4,91,1013.2,330,11,7.0,-40.85,-63.0,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.3,81,1014.0,300,11,7.0,-40.85,-63.0,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11.0,67,1013.9,270,15,7.0,-40.85,-63.0,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13.6,59,1013.6,230,11,7.0,-40.85,-63.0,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15.5,45,1013.0,210,20,7.0,-40.85,-63.0,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14.8,51,1013.5,210,26,7.0,-40.85,-63.0,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13.5,59,1014.4,230,24,7.0,-40.85,-63.0,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.2,69,1015.6,220,13,7.0,-40.85,-63.0,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11.2,77,1016.3,220,11,7.0,-40.85,-63.0,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.2,82,1017.6,220,9,7.0,-40.85,-63.0,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.5,81,1017.7,210,17,7.0,-40.85,-63.0,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9.2,87,1018.8,230,11,7.0,-40.85,-63.0,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.3,90,1019.3,240,9,7.0,-40.85,-63.0,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.3,92,1020.1,230,11,7.0,-40.85,-63.0,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.5,94,1014.7,0,0,,,,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.0,88,1013.0,0,0,,,,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
